idtbody2,lectura,claveU
388,"{""head"": {""X"": 0.09189159, ""Y"": 0.21398294, ""Z"": 0.889413655}, ""neck"": {""X"": 0.0696693957, ""Y"": 0.0897039846, ""Z"": 0.93532145}, ""hipLeft"": {""X"": -0.0149043528, ""Y"": -0.3293722, ""Z"": 0.976575}, ""footLeft"": {""X"": -0.446945816, ""Y"": -0.897774339, ""Z"": 1.11399829}, ""handLeft"": {""X"": -0.0797932744, ""Y"": -0.36068958, ""Z"": 0.859507143}, ""hipRight"": {""X"": 0.131865665, ""Y"": -0.344837785, ""Z"": 0.944574833}, ""kneeLeft"": {""X"": -0.183306724, ""Y"": -0.569847465, ""Z"": 1.06493223}, ""spineMid"": {""X"": 0.06588131, ""Y"": -0.123858511, ""Z"": 0.9687844}, ""ankleLeft"": {""X"": -0.3830823, ""Y"": -0.8650198, ""Z"": 1.20086956}, ""elbowLeft"": {""X"": -0.09577025, ""Y"": -0.144094989, ""Z"": 0.906716645}, ""footRight"": {""X"": 0.533239365, ""Y"": -0.450332969, ""Z"": 0.7941701}, ""handRight"": {""X"": 0.429178327, ""Y"": -0.0549864843, ""Z"": 0.718540251}, ""kneeRight"": {""X"": 0.351629168, ""Y"": -0.219463363, ""Z"": 0.7038448}, ""spineBase"": {""X"": 0.0600478873, ""Y"": -0.346523434, ""Z"": 0.9873597}, ""thumbLeft"": {""X"": -0.05007241, ""Y"": -0.3713175, ""Z"": 0.8566667}, ""wristLeft"": {""X"": -0.100774318, ""Y"": -0.335540533, ""Z"": 0.869182646}, ""ankleRight"": {""X"": 0.524939, ""Y"": -0.498961747, ""Z"": 0.929101944}, ""elbowRight"": {""X"": 0.268259853, ""Y"": -0.192373961, ""Z"": 0.8010699}, ""thumbRight"": {""X"": 0.419090539, ""Y"": -0.04398119, ""Z"": 0.660230756}, ""wristRight"": {""X"": 0.437962264, ""Y"": -0.0731392, ""Z"": 0.73725307}, ""handTipLeft"": {""X"": -0.07650909, ""Y"": -0.3892671, ""Z"": 0.860487938}, ""handTipRight"": {""X"": 0.5022521, ""Y"": -0.0106487637, ""Z"": 0.7375048}, ""shoulderLeft"": {""X"": -0.0690064654, ""Y"": 0.0373992436, ""Z"": 0.991631}, ""shoulderRight"": {""X"": 0.195363656, ""Y"": -0.0231090281, ""Z"": 0.8810463}, ""spineShoulder"": {""X"": 0.06892949, ""Y"": 0.03766661, ""Z"": 0.945793331}}",9561284FD8A149178DC87867F7D97181
389,"{""head"": {""X"": 0.0940315053, ""Y"": 0.212256029, ""Z"": 0.8835642}, ""neck"": {""X"": 0.07035639, ""Y"": 0.0887249, ""Z"": 0.929761}, ""hipLeft"": {""X"": -0.0130761284, ""Y"": -0.32823053, ""Z"": 0.973680735}, ""footLeft"": {""X"": -0.446104437, ""Y"": -0.8994152, ""Z"": 1.10207844}, ""handLeft"": {""X"": -0.07710841, ""Y"": -0.359448522, ""Z"": 0.8535539}, ""hipRight"": {""X"": 0.134268567, ""Y"": -0.344438046, ""Z"": 0.942357957}, ""kneeLeft"": {""X"": -0.18244873, ""Y"": -0.569987535, ""Z"": 1.05836}, ""spineMid"": {""X"": 0.0672842041, ""Y"": -0.123996325, ""Z"": 0.9647474}, ""ankleLeft"": {""X"": -0.3832939, ""Y"": -0.866618454, ""Z"": 1.18986273}, ""elbowLeft"": {""X"": -0.09611569, ""Y"": -0.146067619, ""Z"": 0.904776633}, ""footRight"": {""X"": 0.5319138, ""Y"": -0.426315725, ""Z"": 0.736553}, ""handRight"": {""X"": 0.43276602, ""Y"": -0.0505772531, ""Z"": 0.72187686}, ""kneeRight"": {""X"": 0.351254, ""Y"": -0.218921483, ""Z"": 0.699011743}, ""spineBase"": {""X"": 0.0622335635, ""Y"": -0.345753, ""Z"": 0.9847925}, ""thumbLeft"": {""X"": -0.06326423, ""Y"": -0.3856076, ""Z"": 0.871}, ""wristLeft"": {""X"": -0.0986548, ""Y"": -0.3372604, ""Z"": 0.865223}, ""ankleRight"": {""X"": 0.5984892, ""Y"": -0.45636034, ""Z"": 0.8644552}, ""elbowRight"": {""X"": 0.269031525, ""Y"": -0.194323152, ""Z"": 0.7985249}, ""thumbRight"": {""X"": 0.428137183, ""Y"": -0.0531010069, ""Z"": 0.659714341}, ""wristRight"": {""X"": 0.4343729, ""Y"": -0.07825559, ""Z"": 0.7316784}, ""handTipLeft"": {""X"": -0.07132217, ""Y"": -0.3841096, ""Z"": 0.8498984}, ""handTipRight"": {""X"": 0.495899439, ""Y"": -0.00253612921, ""Z"": 0.7315177}, ""shoulderLeft"": {""X"": -0.06757691, ""Y"": 0.03690871, ""Z"": 0.9853499}, ""shoulderRight"": {""X"": 0.1962847, ""Y"": -0.02440897, ""Z"": 0.877006948}, ""spineShoulder"": {""X"": 0.0698093548, ""Y"": 0.03690246, ""Z"": 0.940632}}",9561284FD8A149178DC87867F7D97181
390,"{""head"": {""X"": 0.09618951, ""Y"": 0.210516959, ""Z"": 0.8772239}, ""neck"": {""X"": 0.07070285, ""Y"": 0.08799085, ""Z"": 0.925703049}, ""hipLeft"": {""X"": -0.011087222, ""Y"": -0.327149957, ""Z"": 0.968932033}, ""footLeft"": {""X"": -0.446045727, ""Y"": -0.901493669, ""Z"": 1.08412063}, ""handLeft"": {""X"": -0.07620871, ""Y"": -0.356793523, ""Z"": 0.8500087}, ""hipRight"": {""X"": 0.137276992, ""Y"": -0.34379, ""Z"": 0.93817997}, ""kneeLeft"": {""X"": -0.2119378, ""Y"": -0.6150543, ""Z"": 1.06741989}, ""spineMid"": {""X"": 0.06857057, ""Y"": -0.124111228, ""Z"": 0.960259855}, ""ankleLeft"": {""X"": -0.387564331, ""Y"": -0.873809, ""Z"": 1.17522991}, ""elbowLeft"": {""X"": -0.0961203352, ""Y"": -0.145747259, ""Z"": 0.89863205}, ""footRight"": {""X"": 0.533595264, ""Y"": -0.4300577, ""Z"": 0.7380754}, ""handRight"": {""X"": 0.42647168, ""Y"": -0.0450803, ""Z"": 0.7343791}, ""kneeRight"": {""X"": 0.351382822, ""Y"": -0.21578297, ""Z"": 0.693402767}, ""spineBase"": {""X"": 0.0648196638, ""Y"": -0.3448884, ""Z"": 0.980292261}, ""thumbLeft"": {""X"": -0.09224217, ""Y"": -0.381528229, ""Z"": 0.8705715}, ""wristLeft"": {""X"": -0.09785781, ""Y"": -0.337588578, ""Z"": 0.8635116}, ""ankleRight"": {""X"": 0.598258, ""Y"": -0.454031318, ""Z"": 0.858283}, ""elbowRight"": {""X"": 0.270989567, ""Y"": -0.192662343, ""Z"": 0.7931996}, ""thumbRight"": {""X"": 0.404183, ""Y"": -0.0491314232, ""Z"": 0.66755563}, ""wristRight"": {""X"": 0.403315067, ""Y"": -0.03700422, ""Z"": 0.765983462}, ""handTipLeft"": {""X"": -0.0651391745, ""Y"": -0.3825199, ""Z"": 0.837690234}, ""handTipRight"": {""X"": 0.4674178, ""Y"": -0.009034631, ""Z"": 0.718960345}, ""shoulderLeft"": {""X"": -0.06659296, ""Y"": 0.0364733972, ""Z"": 0.9808141}, ""shoulderRight"": {""X"": 0.196808636, ""Y"": -0.0248662215, ""Z"": 0.875358}, ""spineShoulder"": {""X"": 0.0703676939, ""Y"": 0.0363008045, ""Z"": 0.936453938}}",9561284FD8A149178DC87867F7D97181
391,"{""head"": {""X"": 0.09811598, ""Y"": 0.208758146, ""Z"": 0.8722485}, ""neck"": {""X"": 0.0710289, ""Y"": 0.08646965, ""Z"": 0.9228401}, ""hipLeft"": {""X"": -0.0100156311, ""Y"": -0.326070249, ""Z"": 0.9661532}, ""footLeft"": {""X"": -0.444826663, ""Y"": -0.897376, ""Z"": 1.0906893}, ""handLeft"": {""X"": -0.0728689358, ""Y"": -0.357750535, ""Z"": 0.848541856}, ""hipRight"": {""X"": 0.138385817, ""Y"": -0.3434736, ""Z"": 0.936196446}, ""kneeLeft"": {""X"": -0.180627286, ""Y"": -0.5678494, ""Z"": 1.04934835}, ""spineMid"": {""X"": 0.06924011, ""Y"": -0.124546438, ""Z"": 0.9576329}, ""ankleLeft"": {""X"": -0.3827998, ""Y"": -0.864454269, ""Z"": 1.1790632}, ""elbowLeft"": {""X"": -0.09546524, ""Y"": -0.14657113, ""Z"": 0.8941959}, ""footRight"": {""X"": 0.534087658, ""Y"": -0.430518955, ""Z"": 0.738788366}, ""handRight"": {""X"": 0.4257722, ""Y"": -0.0504757129, ""Z"": 0.7113783}, ""kneeRight"": {""X"": 0.3509278, ""Y"": -0.214487046, ""Z"": 0.6904679}, ""spineBase"": {""X"": 0.06595623, ""Y"": -0.3442119, ""Z"": 0.977909863}, ""thumbLeft"": {""X"": -0.102669291, ""Y"": -0.3415217, ""Z"": 0.836461663}, ""wristLeft"": {""X"": -0.0930741355, ""Y"": -0.3384592, ""Z"": 0.85931474}, ""ankleRight"": {""X"": 0.5962342, ""Y"": -0.452850878, ""Z"": 0.8573586}, ""elbowRight"": {""X"": 0.27366823, ""Y"": -0.1954947, ""Z"": 0.7892564}, ""thumbRight"": {""X"": 0.433950156, ""Y"": -0.0265398286, ""Z"": 0.6645}, ""wristRight"": {""X"": 0.433684617, ""Y"": -0.07351755, ""Z"": 0.720877469}, ""handTipLeft"": {""X"": -0.06739931, ""Y"": -0.382287353, ""Z"": 0.8450175}, ""handTipRight"": {""X"": 0.491147, ""Y"": 0.007112096, ""Z"": 0.7148144}, ""shoulderLeft"": {""X"": -0.0653329045, ""Y"": 0.03613938, ""Z"": 0.974956155}, ""shoulderRight"": {""X"": 0.199442178, ""Y"": -0.026871372, ""Z"": 0.869286835}, ""spineShoulder"": {""X"": 0.0707787648, ""Y"": 0.03506128, ""Z"": 0.9336549}}",9561284FD8A149178DC87867F7D97181
392,"{""head"": {""X"": 0.0998146161, ""Y"": 0.207312778, ""Z"": 0.8676968}, ""neck"": {""X"": 0.0709826, ""Y"": 0.08515639, ""Z"": 0.9200258}, ""hipLeft"": {""X"": -0.00849686, ""Y"": -0.325190574, ""Z"": 0.962518334}, ""footLeft"": {""X"": -0.44004, ""Y"": -0.8956785, ""Z"": 1.09572875}, ""handLeft"": {""X"": -0.0413221, ""Y"": -0.371637732, ""Z"": 0.9062478}, ""hipRight"": {""X"": 0.140360951, ""Y"": -0.343072534, ""Z"": 0.9334458}, ""kneeLeft"": {""X"": -0.177664846, ""Y"": -0.566138268, ""Z"": 1.04942167}, ""spineMid"": {""X"": 0.07000455, ""Y"": -0.124992162, ""Z"": 0.954627633}, ""ankleLeft"": {""X"": -0.378067, ""Y"": -0.8617825, ""Z"": 1.18361461}, ""elbowLeft"": {""X"": -0.0944144055, ""Y"": -0.147351682, ""Z"": 0.889966369}, ""footRight"": {""X"": 0.5366237, ""Y"": -0.433741033, ""Z"": 0.742956161}, ""handRight"": {""X"": 0.437349766, ""Y"": -0.0268746261, ""Z"": 0.7577992}, ""kneeRight"": {""X"": 0.351602018, ""Y"": -0.21343787, ""Z"": 0.68685174}, ""spineBase"": {""X"": 0.0677712, ""Y"": -0.343577951, ""Z"": 0.9747109}, ""thumbLeft"": {""X"": -0.0956023261, ""Y"": -0.390563846, ""Z"": 0.8747999}, ""wristLeft"": {""X"": -0.061669983, ""Y"": -0.3435477, ""Z"": 0.893398166}, ""ankleRight"": {""X"": 0.60062623, ""Y"": -0.4443554, ""Z"": 0.858123}, ""elbowRight"": {""X"": 0.276359081, ""Y"": -0.1952064, ""Z"": 0.7862688}, ""thumbRight"": {""X"": 0.452970684, ""Y"": -0.0163255148, ""Z"": 0.664000034}, ""wristRight"": {""X"": 0.40623188, ""Y"": -0.03289618, ""Z"": 0.766587138}, ""handTipLeft"": {""X"": -0.06287157, ""Y"": -0.4043064, ""Z"": 0.9364297}, ""handTipRight"": {""X"": 0.5016429, ""Y"": -0.000508568541, ""Z"": 0.746541262}, ""shoulderLeft"": {""X"": -0.0638469458, ""Y"": 0.0356082767, ""Z"": 0.969962955}, ""shoulderRight"": {""X"": 0.20035626, ""Y"": -0.02757927, ""Z"": 0.8667236}, ""spineShoulder"": {""X"": 0.07092629, ""Y"": 0.0339569673, ""Z"": 0.9308023}}",9561284FD8A149178DC87867F7D97181
393,"{""head"": {""X"": 0.1013574, ""Y"": 0.206010282, ""Z"": 0.863541067}, ""neck"": {""X"": 0.07162039, ""Y"": 0.08440879, ""Z"": 0.9139576}, ""hipLeft"": {""X"": -0.00717331935, ""Y"": -0.3244673, ""Z"": 0.95908916}, ""footLeft"": {""X"": -0.438766569, ""Y"": -0.894714952, ""Z"": 1.09320676}, ""handLeft"": {""X"": -0.0405364037, ""Y"": -0.3710179, ""Z"": 0.9064954}, ""hipRight"": {""X"": 0.141916975, ""Y"": -0.342466921, ""Z"": 0.9305353}, ""kneeLeft"": {""X"": -0.1766004, ""Y"": -0.5650611, ""Z"": 1.04643512}, ""spineMid"": {""X"": 0.07114304, ""Y"": -0.125002742, ""Z"": 0.949934065}, ""ankleLeft"": {""X"": -0.3772489, ""Y"": -0.860281944, ""Z"": 1.18116128}, ""elbowLeft"": {""X"": -0.09360937, ""Y"": -0.148311049, ""Z"": 0.8866302}, ""footRight"": {""X"": 0.5448319, ""Y"": -0.422002256, ""Z"": 0.7494221}, ""handRight"": {""X"": 0.423075527, ""Y"": -0.0388128161, ""Z"": 0.747911751}, ""kneeRight"": {""X"": 0.3530792, ""Y"": -0.215731, ""Z"": 0.6823177}, ""spineBase"": {""X"": 0.0692651346, ""Y"": -0.3429083, ""Z"": 0.9715096}, ""thumbLeft"": {""X"": -0.08924333, ""Y"": -0.386521, ""Z"": 0.867800057}, ""wristLeft"": {""X"": -0.060823217, ""Y"": -0.344995, ""Z"": 0.89249}, ""ankleRight"": {""X"": 0.5977742, ""Y"": -0.456048727, ""Z"": 0.847288966}, ""elbowRight"": {""X"": 0.2782882, ""Y"": -0.196478128, ""Z"": 0.7837352}, ""thumbRight"": {""X"": 0.4324606, ""Y"": -0.00240614428, ""Z"": 0.8186667}, ""wristRight"": {""X"": 0.407498151, ""Y"": -0.0320059657, ""Z"": 0.766208351}, ""handTipLeft"": {""X"": -0.06397756, ""Y"": -0.405114561, ""Z"": 0.9351382}, ""handTipRight"": {""X"": 0.468060076, ""Y"": -0.008335914, ""Z"": 0.7156115}, ""shoulderLeft"": {""X"": -0.06211578, ""Y"": 0.0351356827, ""Z"": 0.9649822}, ""shoulderRight"": {""X"": 0.201971054, ""Y"": -0.028744394, ""Z"": 0.863520741}, ""spineShoulder"": {""X"": 0.07170079, ""Y"": 0.0333927758, ""Z"": 0.9250666}}",9561284FD8A149178DC87867F7D97181
394,"{""head"": {""X"": 0.10270524, ""Y"": 0.204744, ""Z"": 0.8598012}, ""neck"": {""X"": 0.07224305, ""Y"": 0.08390175, ""Z"": 0.909866333}, ""hipLeft"": {""X"": -0.00635703234, ""Y"": -0.323725849, ""Z"": 0.956419349}, ""footLeft"": {""X"": -0.434759438, ""Y"": -0.8907246, ""Z"": 1.10019946}, ""handLeft"": {""X"": -0.03767023, ""Y"": -0.370952457, ""Z"": 0.9057911}, ""hipRight"": {""X"": 0.14312236, ""Y"": -0.3421194, ""Z"": 0.926786}, ""kneeLeft"": {""X"": -0.1746214, ""Y"": -0.5628856, ""Z"": 1.04808629}, ""spineMid"": {""X"": 0.07196632, ""Y"": -0.125017315, ""Z"": 0.946135163}, ""ankleLeft"": {""X"": -0.372965455, ""Y"": -0.8551095, ""Z"": 1.18736386}, ""elbowLeft"": {""X"": -0.09205782, ""Y"": -0.148704231, ""Z"": 0.882967949}, ""footRight"": {""X"": 0.560257, ""Y"": -0.4927489, ""Z"": 0.921160638}, ""handRight"": {""X"": 0.435524344, ""Y"": -0.0235164948, ""Z"": 0.7357997}, ""kneeRight"": {""X"": 0.355837166, ""Y"": -0.213838115, ""Z"": 0.6807651}, ""spineBase"": {""X"": 0.07029493, ""Y"": -0.342349, ""Z"": 0.9683047}, ""thumbLeft"": {""X"": -0.08555338, ""Y"": -0.3854292, ""Z"": 0.8674286}, ""wristLeft"": {""X"": -0.06039135, ""Y"": -0.34594807, ""Z"": 0.891420245}, ""ankleRight"": {""X"": 0.614760458, ""Y"": -0.419467539, ""Z"": 0.8638679}, ""elbowRight"": {""X"": 0.27932474, ""Y"": -0.198095292, ""Z"": 0.782783866}, ""thumbRight"": {""X"": 0.455766916, ""Y"": -0.006507151, ""Z"": 0.81962496}, ""wristRight"": {""X"": 0.407424182, ""Y"": -0.0305824149, ""Z"": 0.766099453}, ""handTipLeft"": {""X"": -0.0622510836, ""Y"": -0.4023036, ""Z"": 0.929225564}, ""handTipRight"": {""X"": 0.485511482, ""Y"": 0.03261292, ""Z"": 0.706474662}, ""shoulderLeft"": {""X"": -0.0608888865, ""Y"": 0.0348444842, ""Z"": 0.9612688}, ""shoulderRight"": {""X"": 0.2035483, ""Y"": -0.0296008755, ""Z"": 0.861242056}, ""spineShoulder"": {""X"": 0.07237183, ""Y"": 0.0329986624, ""Z"": 0.9210277}}",9561284FD8A149178DC87867F7D97181
395,"{""head"": {""X"": 0.103763916, ""Y"": 0.203708276, ""Z"": 0.8571843}, ""neck"": {""X"": 0.07315625, ""Y"": 0.08328884, ""Z"": 0.906570137}, ""hipLeft"": {""X"": -0.006248115, ""Y"": -0.322770625, ""Z"": 0.953646362}, ""footLeft"": {""X"": -0.428148985, ""Y"": -0.891154468, ""Z"": 1.105748}, ""handLeft"": {""X"": -0.0393359661, ""Y"": -0.370307535, ""Z"": 0.9011351}, ""hipRight"": {""X"": 0.143945068, ""Y"": -0.3415808, ""Z"": 0.925160766}, ""kneeLeft"": {""X"": -0.17160514, ""Y"": -0.5619926, ""Z"": 1.0488081}, ""spineMid"": {""X"": 0.07265032, ""Y"": -0.124951914, ""Z"": 0.9434101}, ""ankleLeft"": {""X"": -0.366513163, ""Y"": -0.8543097, ""Z"": 1.19229925}, ""elbowLeft"": {""X"": -0.0910077244, ""Y"": -0.149392188, ""Z"": 0.881679833}, ""footRight"": {""X"": 0.6435204, ""Y"": -0.521836758, ""Z"": 0.8025906}, ""handRight"": {""X"": 0.4360485, ""Y"": -0.0262109116, ""Z"": 0.741377234}, ""kneeRight"": {""X"": 0.3573777, ""Y"": -0.2131721, ""Z"": 0.6798624}, ""spineBase"": {""X"": 0.0708201, ""Y"": -0.341625035, ""Z"": 0.9661599}, ""thumbLeft"": {""X"": -0.09410323, ""Y"": -0.376032084, ""Z"": 0.8571667}, ""wristLeft"": {""X"": -0.0594536848, ""Y"": -0.3466522, ""Z"": 0.890213549}, ""ankleRight"": {""X"": 0.6038782, ""Y"": -0.4461225, ""Z"": 0.8481868}, ""elbowRight"": {""X"": 0.28024143, ""Y"": -0.1985598, ""Z"": 0.7823524}, ""thumbRight"": {""X"": 0.440644264, ""Y"": 0.0007594898, ""Z"": 0.8242104}, ""wristRight"": {""X"": 0.4081151, ""Y"": -0.02987931, ""Z"": 0.7668057}, ""handTipLeft"": {""X"": -0.06256166, ""Y"": -0.405974865, ""Z"": 0.9389795}, ""handTipRight"": {""X"": 0.4622966, ""Y"": 0.0272127762, ""Z"": 0.7805166}, ""shoulderLeft"": {""X"": -0.05988864, ""Y"": 0.0346606039, ""Z"": 0.958667755}, ""shoulderRight"": {""X"": 0.2043849, ""Y"": -0.0299206749, ""Z"": 0.860319436}, ""spineShoulder"": {""X"": 0.07322279, ""Y"": 0.0325578153, ""Z"": 0.917876244}}",9561284FD8A149178DC87867F7D97181
396,"{""head"": {""X"": 0.104731761, ""Y"": 0.202891082, ""Z"": 0.854979753}, ""neck"": {""X"": 0.0733960345, ""Y"": 0.08306264, ""Z"": 0.9048353}, ""hipLeft"": {""X"": -0.005901746, ""Y"": -0.322193384, ""Z"": 0.9515709}, ""footLeft"": {""X"": -0.424236923, ""Y"": -0.893716335, ""Z"": 1.10188591}, ""handLeft"": {""X"": -0.0360653438, ""Y"": -0.3695512, ""Z"": 0.899335265}, ""hipRight"": {""X"": 0.145328283, ""Y"": -0.341058582, ""Z"": 0.9233104}, ""kneeLeft"": {""X"": -0.169903621, ""Y"": -0.562685966, ""Z"": 1.04603958}, ""spineMid"": {""X"": 0.07317315, ""Y"": -0.124858439, ""Z"": 0.9415194}, ""ankleLeft"": {""X"": -0.36319375, ""Y"": -0.856487751, ""Z"": 1.18871117}, ""elbowLeft"": {""X"": -0.09019221, ""Y"": -0.150022045, ""Z"": 0.880413353}, ""footRight"": {""X"": 0.643383265, ""Y"": -0.52180934, ""Z"": 0.802209258}, ""handRight"": {""X"": 0.4336391, ""Y"": -0.0237969924, ""Z"": 0.749306738}, ""kneeRight"": {""X"": 0.359144717, ""Y"": -0.212140992, ""Z"": 0.6786374}, ""spineBase"": {""X"": 0.07168448, ""Y"": -0.341080874, ""Z"": 0.9642027}, ""thumbLeft"": {""X"": -0.09541194, ""Y"": -0.370290816, ""Z"": 0.85675}, ""wristLeft"": {""X"": -0.0577162281, ""Y"": -0.3476137, ""Z"": 0.8879311}, ""ankleRight"": {""X"": 0.604061246, ""Y"": -0.4459517, ""Z"": 0.8479962}, ""elbowRight"": {""X"": 0.280994833, ""Y"": -0.198528409, ""Z"": 0.782072961}, ""thumbRight"": {""X"": 0.42134428, ""Y"": 0.0609131381, ""Z"": 0.8095}, ""wristRight"": {""X"": 0.40894416, ""Y"": -0.0293836873, ""Z"": 0.7666816}, ""handTipLeft"": {""X"": -0.0614606366, ""Y"": -0.4022623, ""Z"": 0.92441833}, ""handTipRight"": {""X"": 0.453029841, ""Y"": 0.0358956344, ""Z"": 0.7980852}, ""shoulderLeft"": {""X"": -0.0589007959, ""Y"": 0.034397725, ""Z"": 0.9563294}, ""shoulderRight"": {""X"": 0.2048398, ""Y"": -0.0299422126, ""Z"": 0.8598095}, ""spineShoulder"": {""X"": 0.07352864, ""Y"": 0.03240079, ""Z"": 0.9160987}}",9561284FD8A149178DC87867F7D97181
397,"{""head"": {""X"": 0.105605938, ""Y"": 0.202128574, ""Z"": 0.8528073}, ""neck"": {""X"": 0.0738185, ""Y"": 0.08278542, ""Z"": 0.903161}, ""hipLeft"": {""X"": -0.005522488, ""Y"": -0.321495056, ""Z"": 0.949803531}, ""footLeft"": {""X"": -0.500595748, ""Y"": -0.887332261, ""Z"": 0.7998459}, ""handLeft"": {""X"": -0.0374944136, ""Y"": -0.369799942, ""Z"": 0.8956984}, ""hipRight"": {""X"": 0.146092355, ""Y"": -0.340502232, ""Z"": 0.9217823}, ""kneeLeft"": {""X"": -0.245911, ""Y"": -0.613468051, ""Z"": 0.9143611}, ""spineMid"": {""X"": 0.07367257, ""Y"": -0.124721549, ""Z"": 0.9398214}, ""ankleLeft"": {""X"": -0.455391556, ""Y"": -0.8742306, ""Z"": 0.902591348}, ""elbowLeft"": {""X"": -0.0881868, ""Y"": -0.1502203, ""Z"": 0.878127933}, ""footRight"": {""X"": 0.6659955, ""Y"": -0.498646677, ""Z"": 0.82495594}, ""handRight"": {""X"": 0.438613117, ""Y"": -0.01927181, ""Z"": 0.7590072}, ""kneeRight"": {""X"": 0.360754073, ""Y"": -0.2132729, ""Z"": 0.6769918}, ""spineBase"": {""X"": 0.0722814053, ""Y"": -0.340444237, ""Z"": 0.9625267}, ""thumbLeft"": {""X"": -0.09706721, ""Y"": -0.348395675, ""Z"": 0.850999951}, ""wristLeft"": {""X"": -0.05682411, ""Y"": -0.3476572, ""Z"": 0.886582553}, ""ankleRight"": {""X"": 0.616776168, ""Y"": -0.4266633, ""Z"": 0.8583334}, ""elbowRight"": {""X"": 0.28319627, ""Y"": -0.19791843, ""Z"": 0.7813842}, ""thumbRight"": {""X"": 0.4465259, ""Y"": -0.007816656, ""Z"": 0.671333432}, ""wristRight"": {""X"": 0.4104213, ""Y"": -0.0275455713, ""Z"": 0.7677356}, ""handTipLeft"": {""X"": -0.05814256, ""Y"": -0.400753, ""Z"": 0.9247597}, ""handTipRight"": {""X"": 0.476873964, ""Y"": 0.0117421132, ""Z"": 0.7611482}, ""shoulderLeft"": {""X"": -0.0578859821, ""Y"": 0.0342879854, ""Z"": 0.954318941}, ""shoulderRight"": {""X"": 0.2056537, ""Y"": -0.0300527923, ""Z"": 0.8592673}, ""spineShoulder"": {""X"": 0.0739695057, ""Y"": 0.032220602, ""Z"": 0.91441685}}",9561284FD8A149178DC87867F7D97181
398,"{""head"": {""X"": 0.106513418, ""Y"": 0.2014331, ""Z"": 0.8511288}, ""neck"": {""X"": 0.0740243345, ""Y"": 0.08258684, ""Z"": 0.902197659}, ""hipLeft"": {""X"": -0.00488137547, ""Y"": -0.32084462, ""Z"": 0.947899163}, ""footLeft"": {""X"": -0.4174242, ""Y"": -0.8895672, ""Z"": 1.11926484}, ""handLeft"": {""X"": -0.0367121957, ""Y"": -0.370007128, ""Z"": 0.894435}, ""hipRight"": {""X"": 0.146644115, ""Y"": -0.33996278, ""Z"": 0.920724}, ""kneeLeft"": {""X"": -0.165739164, ""Y"": -0.558695257, ""Z"": 1.0508213}, ""spineMid"": {""X"": 0.07405478, ""Y"": -0.124589674, ""Z"": 0.93860656}, ""ankleLeft"": {""X"": -0.3560826, ""Y"": -0.8506721, ""Z"": 1.20432293}, ""elbowLeft"": {""X"": -0.08767849, ""Y"": -0.150741115, ""Z"": 0.8773947}, ""footRight"": {""X"": 0.6551562, ""Y"": -0.513913751, ""Z"": 0.808310568}, ""handRight"": {""X"": 0.4432698, ""Y"": -0.0187606849, ""Z"": 0.7536125}, ""kneeRight"": {""X"": 0.3618911, ""Y"": -0.212801561, ""Z"": 0.6764419}, ""spineBase"": {""X"": 0.0729021654, ""Y"": -0.3398374, ""Z"": 0.9610522}, ""thumbLeft"": {""X"": -0.0893282, ""Y"": -0.382826418, ""Z"": 0.861125}, ""wristLeft"": {""X"": -0.0557057261, ""Y"": -0.3476059, ""Z"": 0.8856094}, ""ankleRight"": {""X"": 0.6120254, ""Y"": -0.439737648, ""Z"": 0.850521147}, ""elbowRight"": {""X"": 0.28372556, ""Y"": -0.198297977, ""Z"": 0.7810607}, ""thumbRight"": {""X"": 0.4583608, ""Y"": -0.0100344783, ""Z"": 0.681}, ""wristRight"": {""X"": 0.41069153, ""Y"": -0.0268377084, ""Z"": 0.76829803}, ""handTipLeft"": {""X"": -0.06091402, ""Y"": -0.40248245, ""Z"": 0.928758264}, ""handTipRight"": {""X"": 0.469218284, ""Y"": 0.02334917, ""Z"": 0.7843279}, ""shoulderLeft"": {""X"": -0.0567363948, ""Y"": 0.0340696946, ""Z"": 0.9524481}, ""shoulderRight"": {""X"": 0.206420362, ""Y"": -0.03014745, ""Z"": 0.8584853}, ""spineShoulder"": {""X"": 0.07421451, ""Y"": 0.03209367, ""Z"": 0.913395047}}",9561284FD8A149178DC87867F7D97181
